CO_CNES,PA_CODUNI,count,sum,"Lat, Long",NO_FANTASIA,NU_LATITUDE,NU_LONGITUDE,NO_LOGRADOURO,NU_ENDERECO,NO_BAIRRO,NO_COMPLEMENTO,CO_CEP,HR_INICIO_ATENDIMENTO,HR_FIM_ATENDIMENTO,TURNO_ATENDIMENTO,MOTIVO_DESATIVACAO,_c13
6752233,6752233,4,363.81,"-20.5740639,-48.5865135",AME AMBULATORIO MEDICO DE ESPECIALIDADE GERAL BARRETOS,-20557,-48568,AVENIDA LOJA MACONICA RENOVADORA 68,105,NOVA AMERICA,null,14785000,07:00,12:00,"04 - ATENDIMENTO NOS TURNOS DA MANHA, TARDE E NOITE", - ,1
6762794,6762794,12,494.0,"-2.2405933,-49.5013973",CENTRAL DE REGULACAO DE CAMETA,-22422129,-49500848,RUA DR FREITAS,1298,NOVO,PREDIO,68400000,07:00,18:00,03 - ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE, - ,0
6763944,6763944,2,74.25,"-1.5321044,-49.2221421",SECRETARIA DE SAUDE DE MUANA,-1528,-49217,AV CEL MANOEL IZIDRO DA SILVA,131,CENTRO,null,68825000,07:00,18:00,03 - ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE, - ,0
6780598,6780598,4,56.4,"-23.5475086,-46.6341638",SECRETARIA MUNICIPAL DE SAUDE DE COLARES,-0.9297576762165468,-4828787863254540,RUA 15 DE NOVEMBRO,S/N,CENTRO,null,68785000,07:30,13:00,01 - ATENDIMENTO SOMENTE PELA MANHA, - ,0
6792782,6792782,2,55.56,"-20.3400341,-40.3065534",PRONTO ATENDIMENTO DR ANTONIO BATALHA DE BARCELLOS PA GLORIA,-2033994918024340,-4030689597129820,RODOVIA CARLOS LINDEMBERG,1017,GLORIA,null,29106520,null,null,"06 - ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)", - ,0
6804845,6804845,1,0.0,"-23.5977206,-46.9056863",UBS PORTAO,-235938892,-468989707,AVENIDA VASCO MASSAFELI,350,JARDIM ROSALINA,null,6703600,08:00,17:00,03 - ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE, - ,0
6826393,6826393,332,1209.2900000000002,"-15.9122674,-47.7649948",UPA PARQUE VITORIA,-2.53,-44303,AVENIDA JOSE SANTANA QUADRA 38,20,TURU,RESIDENCIAL CANUDOS,65068722,null,null,"06 - ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)", - ,0
6847587,6847587,160,894.7000000000002,"-2.4772336,-44.2003928",UPA ARACAGY,-2.53,-44303,AV CONSELHEIRO HILTON RODRIGUES,S/N,ARACAGY,null,65110000,null,null,"06 - ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)", - ,0
6851304,6851304,62,341.0,"-2.5313782,-44.2154396",UPA VINHAIS,-2.53,-44303,AVENIDA 02,S/N,VINHAIS,null,65071040,null,null,"04 - ATENDIMENTO NOS TURNOS DA MANHA, TARDE E NOITE", - ,0
6855334,6855334,12,133.47,"-3.0419998,-59.9983119",UPA ITAPERUNA,-21205,-41888,RUA E,1,CIDADE NOVA,null,28300000,null,null,"06 - ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)", - ,0
6867294,6867294,12,66.0,"-29.6750657,-51.096825",UPA 24 HORAS CANUDOS NH IRMAO ANTONIO BORTOLINI,-29.14,-51.27,RUA BARTOLOMEU DE GUSMAO,12,CANUDOS,null,93542000,null,null,"06 - ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)", - ,0
6873960,6873960,323,12.43,"-22.9166799,-43.1942246",SMS CF SERGIO VIEIRA DE MELLO AP 10,-223228,-431229,AVENIDA TRINTA E UM DE MARCO,S/N,CATUMBI,TERRENO DA CHAMINE,20251000,07:00,18:00,03 - ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE, - ,1
6876617,6876617,1,18.55,"-15.7592875,-47.8847321",HOSPITAL DA CRIANCA DE BRASILIA JOSE ALENCAR HCB,"-1,58028249414131E+016",-48768310546875,SHCN LT,4,ASA NORTE,AREA ESPECIAL,70071900,null,null,"06 - ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)", - ,0
6886345,6886345,101,957.0,"-7.19299039999999,-48.1858906",UPA ANATOLIO DIAS CARNEIRO ARAGUAINA,-7191,-48207,RUA DOS PINHEIROS,S/N,ARAGUAINA SUL,null,77804970,null,null,"06 - ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)", - ,0
6895263,6895263,31,799.3100000000002,"-21.9692319,-46.7947956",AME AMBULATORIO MED ESPECIALIDADES DE SAO JOAO DA BOA VISTA,-21969,-46798,PRACA MONSENHOR RAMALHO,25,CENTRO,null,13870079,07:00,19:00,03 - ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE, - ,1
6914624,6914624,2,22.0,"-24.7872712,-49.991482",UNIDADE DE PRONTO ATENDIMENTO MOACIR ELIAS FADEL,"-2,47874553322631E+016",-4999470233917230,PROLONGAMENTO DA RUA ANTONIO MENARIM,S/N,RIO BRANCO,null,84172390,null,null,"06 - ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)", - ,0
6916074,6916074,1285,7410.349999999999,"-23.4027754,-46.4475597",UPA SAO JOAO LAVRAS,-23402878,-46447539,ESTRADA GUARULHOS NAZARE,4130,CIDADE SOBERANA,null,7162000,null,null,"06 - ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)", - ,0
6942253,6942253,13,1485.0000000000002,"-14.0686393,-42.4837752",SECRETARIA MUNICIPAL DE SAUDE DE CAETITE,"-1,40689921227603E+016",-4248445272445670,PRACA DR DEOCLECIANO TEIXEIRA,S/N,CENTRO,null,46400000,08:00,17:30,03 - ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE, - ,0
6950175,6950175,17,0.0,"-24.9528852,-53.4619627999999",CAE CENTRO DE ATENCAO ESPECIALIZADA,-24952689,-53461973,RUA PERNAMBUCO,188,CENTRO,null,85810020,07:00,19:00,03 - ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE, - ,0
6956718,6956718,1,24.0,"-23.66539,-46.4611773",AME MAUA,-23668,-46461,RUA PROF AMERICO PERRELLA,171,CENTRO,null,9390030,07:00,19:00,03 - ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE, - ,1
6959636,6959636,192,4959.35999999999,"-20.2768602,-50.24565",AME AMBULATORIO MEDICO DE ESPECIALIDADES FERNANDOPOLIS,-20284,-50246,AVENIDA MILTOM TERRA VERDI,419,JARDIM AMERICA,null,15607016,07:00,19:00,03 - ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE, - ,0
6960758,6960758,1,0.0,"-20.7265984,-48.5310245",UNIDADE DE SAUDE DA FAMILIA DR MANOEL DE ARAUJO FELZENER,-2273452879687830,-4854334831237790,LUIZ JOSEPETI,151,CDHU II,null,18650000,07:00,17:00,03 - ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE, - ,0
6992560,6992560,942,9444.380000000001,"-23.1848769,-46.8857488",AME AMBULATORIO MEDICO DE ESPECIALIDADES JUNDIAI,-23186,-46884,RUA RANGEL PESTANA,531,CENTRO,null,13201000,07:00,13:00,03 - ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE, - ,1
6998178,6998178,1,25.83,"-23.6313662,-46.7663297",HOSPITAL DIA DA REDE HORA CERTA CAMPO LIMPO,-236317147,-467661863,AV AMADEU DA SILVA SAMELO,423,JARDIM MARTINICA,null,5760140,07:00,19:00,03 - ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE, - ,0
7021437,7021437,12,33.0,"-23.2958145,-50.0776597",UPA SOBRAL DR HUGO MENDES PARENTE,-37015333,-40363826,RUA SAO LUIZ,749,PARQUE SANTO ANTONIO,CIDADE GERARDO CRIS,62051250,null,null,"06 - ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)", - ,0
7021801,7021801,12,108.89999999999999,"-23.5283752,-46.2013136",AME AMBULATORIO MEDICO DE ESPECIALIDADES DE MOGI DAS CRUZES,-23523,-46188,RUA ENGENHEIRO EUGENIO MOTTA,313,JARDIM SANTISTA,null,8730120,07:00,19:00,03 - ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE, - ,1
7033702,7033702,7,180.80999999999995,"-20.333761,-47.7786878",AME AMBULATORIO MEDICO DE ESPECIALIDADES DE ITUVERAVA,-20339,-47781,RUA CAPITAO EUCLIDES BARBOSA LIMA,421,CENTRO,null,14500000,07:00,19:00,03 - ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE, - ,0
7035861,7035861,150,1651.47,"-20.5786774,-48.5572482",UPA 24H ZAID ABRAO GERAIGE,"-2,05845814179905E+016","-4,85526823997497E+016",AVENIDA CONSELHEIRO ANTONIO PRADO,1355,IBIRAPUERA,null,14784200,null,null,"06 - ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)", - ,0
7038216,7038216,61,417.3,"-19.6165386,-43.229515",PRONTO SOCORRO MUNICIPAL DE ITABIRA,-19619,-43227,AV JOAO SOARES DA SILVA,135,PENHA,null,35900062,null,null,"06 - ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)", - ,0
7041624,7041624,4,23.259999999999998,"-22.8770127,-43.4729329",SMS HOSPITAL MUNICIPAL DA MULHER MARISKA RIBEIRO AP 51,"-22,8762","-43,4729",PRACA 1 DE MAIO,S/N,BANGU,null,21830006,null,null,"06 - ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)", - ,0
7054254,7054254,2,64.8,"-29.95266,-51.1807823",UPA 24 HORAS RIO BRANCO,-29918,-51184,CAIRU,600,RIO BRANCO,null,92200000,null,null,"06 - ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)", - ,0
7058616,7058616,24,576.0,"-26.7293834,-53.5130271",LABORATORIO PRO VIDA,-26725,-53518,AVENIDA GETULIO VARGAS,88,CENTRO,SALA 05,89900000,07:30,18:00,03 - ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE, - ,0
7065817,7065817,4,0.0,"-20.4464769,-55.7939717",ESTRATEGIA DE SAUDE DA FAMILIA IZAURA BAES,-204467586,-55788655,RUA 10 QD 059 LT 09,9,NOVA AQUIDAUANA,null,79200000,07:00,17:00,03 - ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE, - ,0
7066376,7066376,1,48.0,"-20.2619656,-50.5579116",HOSPITAL DE AMOR JALES,-20269,-50546,AVENIDA FRANCISCO JALES,3737,FUNDO DA VILA MARIA,null,15706396,null,null,"06 - ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)", - ,0
7066953,7066953,1,0.0,"-26.8966705,-48.7062655",UNIDADE DE PRONTO ATENDIMENTO UPA 24H,-268879688,-487057621,RUA ENEDINA DAVILA FERREIRA,S/N,CORDEIROS,LOTEAMENTO VOTORANTI,88301000,null,null,"06 - ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)", - ,0
7078730,7078730,20,117.05,"-15.9099852,-48.0542721",UPA RECANTO DAS EMAS,"-1,59119595545291E+016",-4805726230144500,EQ 400 600 AREA ESPECIAL RECANTO DAS EMAS,S/N,RECANTO DAS EMAS,null,72630250,null,null,"06 - ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)", - ,0
7101856,7101856,167,1215.2499999999998,"-22.8885564,-43.4140127",SMS UPA 24H MAGALHAES BASTOS AP 51,-228928657,-43418353,ESTRADA MANUEL NOGUEIRA DE SA,S/N,MAGALHAES BASTOS,UPA,21745290,null,null,"06 - ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)", - ,0
7103271,7103271,1,0.0,"-22.2068792,-49.6500316",UPA 24 HS UNIDADE DE PRONTO ATENDIMENTO DR MARIO NUNES MIRAN,-22211,-49656,RUA DR ORLANDO THIAGO DOS SANTOS,120,WILLIANS,null,17400000,null,null,"06 - ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)", - ,0
7107366,7107366,10,94.11,"-22.8046482,-43.2107001",SMS COORD DE EMERG REGIONAL CER ILHA DO GOV AP 31,-228052174,-432110472,ESTRADA DO GALEAO,2920,PORTUGUESA,null,21931582,null,null,"06 - ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)", - ,0
7110162,7110162,59,308.25999999999993,"-22.851439,-43.3462117",SMS UPA 24H ROCHA MIRANDA AP 33,-22903,-43208,ESTRADA DO BARRO VERMELHO,S/N,ROCHA MIRANDA,null,21540500,null,null,"06 - ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)", - ,0
7111924,7111924,16,133.03,"-15.8771139,-47.9969754",UPA NUCLEO BANDEIRANTE,"-1,58760866940934E+016","-4,79819297790527E+016",DF 075 KM 180 PLACA DAS MERCEDES,180,NUCLEO BANDEIRANTE,null,71732010,null,null,"06 - ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)", - ,0
7112831,7112831,152,1194.6900000000005,"-1.3682812,-48.4083122",UNIDADE DE PRONTO ATENDIMENTO UPA III,-13667911,-484082387,CIDADE NOVA II WE 16,S/N,COQUEIRO,null,67145750,null,null,"06 - ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)", - ,0
7115148,7115148,2,48.0,"-26.8567122,-49.0557734",HOSPITAL UNIVERSITARIO,"-2,68562265368048E+016",-4905448079109190,RUA SAMUEL MORSE,768,FORTALEZA ALTA,null,89058010,07:00,18:00,"04 - ATENDIMENTO NOS TURNOS DA MANHA, TARDE E NOITE", - ,0
7115652,7115652,185,880.0,"-22.6889512,-46.988676",UNIDADE DE PRONTO ATENDIMENTO UPA DRA ANA OLIVIA BENTIVOGLIO,-22706,-46986,AV ANTONIO PINTO CATAO,1222,JD PLANALTO,null,13912510,07:00,19:00,03 - ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE, - ,0
7116756,7116756,56,367.62000000000006,"-15.8988062,-47.7783419",UPA UNIDADE DE PRONTO ATENDIMENTO DE SAO SEBASTIAO,"-1,59008547682063E+016",-4777774930000300,QD 102 CJ 1 LT 1,1,RESIDENCIAL OESTE,null,71692101,null,null,"06 - ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)", - ,0
7152574,7152574,10,88.0,"-23.4973368,-46.7686707",UPA JOSE CAMPOS BARRETO ZEQUINHA BARRETO,-2350124961636900,"-4,67701935768127E+016",RUA DR ALBERT JACKSON BYNGTON,822,VILA MENCK,null,6273050,null,null,"06 - ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)", - ,0
7155832,7155832,8,33.0,"-28.9445476,-49.4907809",UNIDADE DE PRONTO ATENDIMENTO 24 HORAS ARARANGUA,-2895025035914980,-4949718475341790,AVENIDA 15 DE NOVEMBRO,344,CIDADE ALTA,null,88904184,null,null,"06 - ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)", - ,0
7160305,7160305,1,10.0,"-20.28565,-40.3354243",CENTRO MUNICIPAL DE ESPECIALIDADES SAO PEDRO,"-2,02848012659788E+016","-4,03324198722839E+016",RODOVIA SERAFIM DERENZI,S/N,SAO PEDRO,BLOCO II,29031847,07:00,17:00,03 - ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE, - ,0
7165765,7165765,1,6.74,"-22.9123197,-43.1746128",CLINICA DE OLHOS AV RIO BRANCO MATRIZ,"-2,29068942415872E+016","-4,31774282455444E+016",AV RIO BRANCO,156,CENTRO,SL 2639,20040003,08:00,18:00,03 - ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE, - ,0
7176147,7176147,1,0.0,"-18.953895,-48.3479632",UBSF JARDIM CELIA,-18954473,-483477629,RUA DAS PAINEIRAS,1280,JARDIM CELIA,null,38400123,07:00,17:00,03 - ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE, - ,0
7187963,7187963,4,1583.1799999999998,"-16.7003701,-49.2747617",INSTITUTO GOIANO DE RADIOLOGIA,"-1,67050949072568E+016",-4927119255065910,AVENIDA T 2,791,SETOR BUENO,Q 106 L 1E,74210005,08:00,18:00,03 - ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE, - ,0
7188676,7188676,1,48.0,"-22.9492751,-49.8970549999999",AME AMBULATORIO MEDICO DE ESPECIALIDADES DE OURINHOS,-22979,-49871,AV VITALINA MARCUSSO,1550,JARDIM PAINEIRAS,null,19910206,07:00,13:00,"04 - ATENDIMENTO NOS TURNOS DA MANHA, TARDE E NOITE", - ,1
7204639,7204639,3,0.0,"-22.5462642,-47.3672295",CSF NOVA LIMEIRA LIMEIRA,"-2,25462114665671E+016",-4736660957336420,RUA LUIZ FONTANIN,179,JARDIM NOVA LIMEIRA,null,13486250,07:00,17:00,03 - ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE, - ,0
7209517,7209517,7,178.97999999999996,"-22.6453341,-50.4277004",AME AMBULATORIO MEDICO DE ESPECIALIDADES DE ASSIS,-22662,-50412,RUA ELIAS MACHADO DE PADUA,540,VILA RODRIGUES,null,19807240,07:00,19:00,"04 - ATENDIMENTO NOS TURNOS DA MANHA, TARDE E NOITE", - ,0
7257406,7257406,2,55.22,"-20.1966544,-40.237281",HOSPITAL ESTADUAL DR JAYME SANTOS NEVES,-20129,-40308,AVENIDA PAULO PEREIRA GOMES,1089,MORADA DE LARANJEIRA,null,29166828,null,null,"06 - ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)", - ,0
7260784,7260784,33,374.0,"-1.456,-48.504",UPA DAICO,-1456,-48504,RODOVIA AUGUSTO MONTENEGRO KM 11,0,PARQUE GUAJARA,KM 11,66623590,null,null,"06 - ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)", - ,0
7278888,7278888,23,242.0,"-1.33523,-48.410668",UNIDADE DE PRONTO ATENDIMENTO UPA II,-13234565,-484026691,ESTRADA DO ICUI GUAJARA,S/N,ICUI GUAJARA,null,67125060,null,null,"06 - ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)", - ,0
7284284,7284284,7,70.0,"-21.5819304,-50.1656837",POLICLINICA BARBARA PEREIRA DE ALENCAR CAMPOS SALES,-70699,-403735,RUA JOSE ALVES DE OLIVEIRA,S/N,ALTO ALEGRE,null,63150000,08:00,17:00,03 - ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE, - ,0
7286082,7286082,72,12.47,"-27.1076761,-52.6121208",HOSPITAL DA CRIANCA AUGUSTA MULLER BOHNER,-271105879,-5262601,RUA URUGUAI,132,SAIC,null,89802500,null,null,"06 - ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)", - ,0
7288921,7288921,1,10.0,"-7.24808659999999,-39.1419257",CENTRO DE ESPECIALIDADES MEDICAS,-7.25,-39142,RUA PADRE CICERO,173,CENTRO,null,63200000,08:00,16:00,03 - ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE, - ,0
7298293,7298293,4,159.76,"-23.3961029,-46.3224763",CEMAR,-2339609883765990,-463228976726532,RUA JOSE BASILIO ALVARENGA,32,VILA FLORA REGINA,SALA 04,7400505,08:00,18:00,03 - ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE, - ,0
7299532,7299532,137,1442.6699999999996,"-23.5135338,-47.4298797",UPH LESTE UNIDADE PRE HOSPITALAR ZONA LESTE SOROCABA,-235043648,-474470175,NOGUEIRA PADILHA,2595,VILA HORTENCIA,CONJ 2585 E 2597,18020003,null,null,"06 - ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)",10 - ENCERRAMENTO DAS ATIVIDADES,0
7309708,7309708,1,0.0,"-25.4555741,-49.1088183",UPA 24 HRS ARMANDO NEME FILHO,-2545840671989620,"-4,90995472669601E+016",RODOVIA JOAO LEOPOLDO JACOMEL,S/N,PRIMAVERA,null,83302000,null,null,"06 - ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)", - ,0
7316496,7316496,6,180.0,"-7.15027039999999,-34.839853",EQUILIBRIO DO SER,-7150004,-34839896,RUA JOAO BATISTA MAIA,S/N,BANCARIOS,null,58051370,08:00,17:00,03 - ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE, - ,0
7336551,7336551,46,460.0,"-8.78395439999999,-63.8565013999999",CEPEM,-8784441834080630,"-6,38566374778747E+016",AVENIDA GUAPORE,415,LAGOA,ANEXO CEMETRON,76812329,08:00,18:00,03 - ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE, - ,0
7352522,7352522,1,0.0,"-23.1331772,-46.5647886",UBS ANA CECILIA BATISTA DE SA ATIBAIA,-23117,-46.55,R OURO PRETO,700,JD ALVINOPOLIS,null,12943310,07:00,16:00,03 - ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE, - ,0
7368895,7368895,3,97.19999999999999,"-15.7585001,-47.8160337",UBS 2 SOBRADINHO II,-15.78,-47.93,RODOVIA DF 420 SETOR DE MANSOES,1,SOBRADINHO II,null,73080050,07:00,22:00,"04 - ATENDIMENTO NOS TURNOS DA MANHA, TARDE E NOITE", - ,0
7371586,7371586,4,25.2,"-20.0586559,-43.9841944",POLICLINICA MUNICIPAL DE PARAUAPEBAS,-60658333,-498824224,AVENIDA A,S/N,JARDIM CANADA,QD 93 LT 07 A 19,68515000,07:00,19:00,03 - ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE, - ,0
7372116,7372116,44,441.47,"-9.6978089,-35.8934136",UPA 24 HORAS IRMA DULCE MARECHAL DEODORO AL,-977370737251531,"-3,58500409126281E+016",RUA CORIMA,S/N,FRANCES,null,57160000,null,null,"06 - ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)", - ,0
7373465,7373465,4,95.25999999999999,"-23.7330826,-46.5785008",HOSPITAL DE CLINICAS MUNICIPAL,-237477921,-465796461,ESTRADA DOS ALVARENGAS,1001,ALVARENGA,null,9850550,null,null,"06 - ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)", - ,0
7376421,7376421,14,0.0,"-29.9057551,-51.1472311",UPA 24 HORAS GUAJUVIRAS,-29918,-51184,AVENIDA BOQUEIRAO,2901,ESTANCIA VELHA,null,92032420,null,null,"04 - ATENDIMENTO NOS TURNOS DA MANHA, TARDE E NOITE", - ,0
7396805,7396805,120,66.03,"-3.5551956,-38.8344298",UNIDADE DE PRONTO ATENDIMENTO DE SAO GONCALO DO AMARANTE,"-3,55553193999347E+016",-3883543610572810,RUA DO CAJUEIRO,S/N,PECEM,null,62675000,null,null,"06 - ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)", - ,0
7407505,7407505,5,56.47,"-29.8561807,-51.2755395",UNIDADE DE PRONTO ATENDIMENTO,-29857,-51274,RUA HELIO FRAGA DE MORAIS SARMENTO,177,CENTRO,null,92480000,null,null,"06 - ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)", - ,0
7407629,7407629,1,0.0,"-23.4963455,-46.5683028",UBS JARDIM JULIETA,-23496207,-46568366,R BALTHAZAR FIDELIS,264,JARDIM GUANCA,null,2151080,07:00,19:00,03 - ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE, - ,0
7413750,7413750,1,0.0,"-29.782211,-55.8072155",ESF BOA VISTA QUILOMBOLA,-2978169885073310,"-5,58068990707397E+016",RUA PEDRO SOUZA BISH,525,BOA VISTA,null,97542520,07:30,11:30,03 - ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE, - ,1
7417659,7417659,60,320.59,"-19.4543936,-42.5520059",UPA JOSE ISABEL DE NASCIMENTO,"-1,94548324992089E+016",-4255235821008680,AVENIDA GERASA,820,CANAA,null,35164200,null,null,"06 - ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)", - ,0
7418078,7418078,4,0.0,"-21.7667061,-48.1595814999999",USF JARDIM BRASILIA,"-2,17682382313137E+016",-4815823674201960,RUA MARTINIANO PRISCO DOS SANTOS,51,JARDIM BRASILIA,null,14810448,07:00,17:00,03 - ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE, - ,0
7418094,7418094,15,0.0,"-21.7821111,-48.1248111",USF ALTOS DO PINHEIROS,-217793108,-481224585,AVENIDA CARLOS BERSANETTI FILHO,86,ALTOS DO PINHEIROS,null,14811630,07:00,16:00,03 - ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE, - ,0
7418108,7418108,2,1.0,"-21.7361303,-48.1564753",USF JARDIM ADALBERTO ROXO,"-2,17445772870824E+016",-4815087139606470,AVENIDA PABLO PICASSO,1420,JARDIM ADALBERTO ROX,null,14806810,07:00,16:30,03 - ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE, - ,0
7432895,7432895,1,0.0,"-25.7801854,-49.3273901",NASF MANDIRITUBA,-257799138984017,"-4,93272292613983E+016",RUA ANITA MULLER PALU,105,CENTRO,null,83800000,08:00,17:00,03 - ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE, - ,0
7458606,7458606,1,32.4,"-3.001594,-60.0431255",UPA 24HS CAMPOS SALES,-3001552261223580,"-6,00431370735168E+016",DONA OTILIA,649,TARUMA,null,69021005,null,null,"06 - ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)", - ,0
7465157,7465157,51,372.5800000000001,"-15.8213112,-48.1218404",UNIDADE DE PRONTO ATENDIMENTO CEILANDIA,"-1,58253698491539E+016",-4812103718519210,QNN 27 AREA ESPECIAL D,1,CEILANDIA,null,72225270,null,null,"06 - ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)", - ,0
